date	new_icu_med	new_icu_ci_lwr	new_icu_ci_upr
2021-01-26	486.530030618674	447.493238431678	529.0369263592974
2021-01-27	479.00194606413487	439.75508938849356	519.1931828736165
2021-01-28	475.0818878302988	435.02981825302487	515.7307919426311
2021-01-29	474.7478297130237	435.3181008840935	516.14837690476
2021-01-30	477.6484425000024	440.45903054192354	520.1424745414033
2021-01-31	478.7137508585697	439.55108259480045	519.5836681330801
2021-02-01	472.9239044097875	433.9037072056503	514.9222053352208
2021-02-02	461.25686723750925	422.38585202603446	503.15516812560156
2021-02-03	447.91329128436007	410.6035555837106	489.0354533914707
2021-02-04	432.9299617770986	396.19131796049106	471.9367342953319
2021-02-05	418.61867739207014	382.51050546789037	456.0807083407329
2021-02-06	410.47344037892327	376.2886820201527	447.24439289604305
2021-02-07	406.20252140148574	371.9814870435858	443.7151313903699
2021-02-08	397.2382461700545	365.7244297422795	433.31760760189314
2021-02-09	380.60375934390015	347.95983386502184	414.9533309399792
2021-02-10	365.15541188552703	333.5860079974098	398.1450938737076
2021-02-11	353.4407602794357	321.08165520217693	386.0727911054646
2021-02-12	345.00888892863185	314.20349258201435	376.85712936036776
2021-02-13	341.70643739113984	311.8165439837199	371.88726196339644
2021-02-14	339.1157656184786	309.95939344079227	371.6056306159691
2021-02-15	335.4401819817583	308.1649830085615	367.60899153992716
2021-02-16	326.47709909417676	299.0189160626053	356.18036865605194
2021-02-17	318.9400794923956	289.2876748311576	348.0619077870512
2021-02-18	315.3138884338555	286.52739101023286	343.3251223179983
2021-02-19	315.86355311444646	288.00533392951496	343.9079596656923
2021-02-20	318.8078932268278	290.7519152453283	348.5504316591297
2021-02-21	322.1740396083113	293.8948779364263	352.76211404279456
2021-02-22	321.8642573061819	294.4923851532016	352.2516933187571
2021-02-23	315.4227706770262	288.8024621227973	345.2500325999005
2021-02-24	307.80461698265344	280.5992594628566	335.9626913994609
2021-02-25	304.6868257546328	277.858234005919	333.8315202891765
2021-02-26	307.20062207856665	280.09469903519874	336.1747541316136
2021-02-27	314.1912632186685	286.4103406651843	343.6112765212027
2021-02-28	322.1098287459645	294.3092350499623	352.5683838265983
2021-03-01	326.14998785838156	299.3062006550735	356.15879143927026
2021-03-02	324.8474701663074	297.36966532040014	354.2849334639338
2021-03-03	321.23281899565507	293.46728155600465	350.28393260518527
2021-03-04	319.66868830700207	291.25821429400077	348.15879180794917
2021-03-05	319.8625106677645	291.53127380745434	348.313744125524
2021-03-06	324.63043224560295	295.0539578959984	354.30013165051747
2021-03-07	329.02988226029436	301.53685058230576	358.93513751524216
2021-03-08	327.827583267382	300.701646188184	358.2093034993863
2021-03-09	320.7530018468419	293.0975710416632	349.53664585817796
2021-03-10	317.22568774109254	288.37222805860415	346.4539943642155
2021-03-11	319.0566677457539	291.11554770648365	348.51935084908166
2021-03-12	323.63445753747436	296.1793062484392	353.4265975040576
2021-03-13	332.5661335332047	303.657184956253	362.2284701281483
2021-03-14	344.76496565018726	314.5933388278304	376.9784202467826
2021-03-15	355.1130681872751	325.88527978794923	387.56901462271003
2021-03-16	361.42534531071817	330.8224527394004	393.0443270172199
2021-03-17	367.7084043193165	337.3508369826006	398.89715766934944
2021-03-18	376.5708340104285	345.1700642313346	409.32455879233373
2021-03-19	387.3076797290654	356.0672627879643	421.4525430495621
2021-03-20	399.26622429170436	367.38616181592874	433.89214816061747
2021-03-21	413.8164098310386	379.808740524286	450.4021675369565
2021-03-22	423.05030375764585	388.96584947592555	460.3673146611518
2021-03-23	426.3516193830323	391.76944930039815	463.818691488821
2021-03-24	431.2618624854216	395.2266585153017	467.8452520479944
2021-03-25	439.9665241884358	404.461247221964	476.4879081485191
2021-03-26	451.7024218262717	415.1029749131081	489.63396423840885
2021-03-27	463.17047550816267	426.1177332111041	503.27291002587197
2021-03-28	475.3993229005305	439.3055269440164	514.4521394007697
2021-03-29	485.90283479480576	448.66195736364796	526.9514370268766
2021-03-30	491.4506984806727	452.3869574077357	531.9886920743255
2021-03-31	502.00012932114146	462.3896548537518	543.589597228961
2021-04-01	516.3461027396238	475.66145629986767	558.3785561643824
2021-04-02	538.0885921887239	495.6619376817114	582.4115533175235
2021-04-03	560.8048192434028	515.9985371128481	607.788913179368
2021-04-04	586.098475998295	543.327301220806	634.073229873553
2021-04-05	609.5938318240558	565.0341072971436	658.2393304871858
2021-04-06	624.540636517202	578.3019536175674	675.4377900454767
2021-04-07	615.4506443505345	568.9452393770707	666.4657922134411
2021-04-08	597.9892212150239	550.5577494792253	646.1940917361567
2021-04-09	585.752382132578	540.7321268568915	630.4077020292756
2021-04-10	581.0857246629004	534.9103300504744	630.0731495529824
2021-04-11	583.1194468736489	537.2200369549834	632.3252897786524
2021-04-12	584.9613609885602	539.6103244169416	632.1834716304405
2021-04-13	580.3691167040139	528.3483231285943	633.145449167921
2021-04-14	575.3907758384364	506.5924694213145	649.3981828837425
