date	est	q025	q975
2020-12-17	648.1568534751221	637.0282635804465	659.4798547014832
2020-12-18	659.0576457198911	647.6910371210084	670.6237318221439
2020-12-19	669.3757387007051	657.7696482087472	681.1866141608876
2020-12-20	678.972159631918	667.1393937291678	691.0147982392715
2020-12-21	687.7151518120253	675.6820871160052	699.9625105506723
2020-12-22	695.4836728827796	683.2883309189442	707.8966775211917
2020-12-23	702.1707067460094	689.8598333580912	714.7012734632747
2020-12-24	707.6862302122164	695.3116558175826	720.2810369158689
2020-12-25	711.959686095562	699.5742698669552	724.5643764481085
2020-12-26	714.9418364156866	702.5953178189134	727.5053170638633
2020-12-27	716.6059011935004	704.3410007999192	729.0843739639466
2020-12-28	716.947927550661	704.7970524463411	729.3082867402057
2020-12-29	715.9863771618959	703.9692833764012	728.20860851015
2020-12-30	713.7609638693951	701.8836902125745	725.8392247146718
2020-12-31	710.3308137693319	698.586105634043	722.2729752580025
2021-01-01	705.7720540837362	694.1413264514432	717.5976610872779
2021-01-02	700.1749621877427	688.6316168926571	711.9118054537795
2021-01-03	693.6408208456467	682.1544811741019	705.3205712514037
2021-01-04	686.278629693203	674.8196647858537	697.9321767735386
2021-01-05	678.2018170016585	666.745475289525	689.8550070919053
2021-01-06	669.5250813347835	658.054663101276	681.1954381172127
2021-01-07	660.3614720093268	648.8702033998311	672.0562470420851
2021-01-08	650.8197927157438	639.3113299226397	662.5354232996584
2021-01-09	641.0023866581839	629.4900973891747	652.7252158622342
2021-01-10	631.0033362806337	619.5086342969923	642.7113172508426
2021-01-11	620.9070877784673	609.4571374246515	632.5721498358866
2021-01-12	610.7874913450864	599.4125800254525	622.3782616770956
2021-01-13	600.7072331241112	589.4380625484303	612.1918533178823
2021-01-14	590.7176242827574	579.5827203592054	602.06645122546
2021-01-15	580.8587062339118	569.8821064063163	592.0467282880006
2021-01-16	571.1596282542114	560.3589783431612	582.1684554998087
2021-01-17	561.6392538262611	551.0244317315523	572.4585576855048
2021-01-18	552.3069541501576	541.8793277460603	562.9352440356904
2021-01-19	543.1635506076182	532.9159607799099	553.6081942017839
2021-01-20	534.2023717892157	524.1198964113375	544.478803379101
2021-01-21	525.4113878757099	515.4730017686464	535.5413873516098
2021-01-22	516.7772577461708	506.9584199292833	526.7862681142661
2021-01-23	508.28335612471386	498.5584565025672	518.1979499972084
2021-01-24	499.90999871401056	490.25477197736643	509.75537842552524
2021-01-25	491.63567816067984	482.02945765947493	501.43333814935056
2021-01-26	483.43826239459366	473.865823040451	493.2040720884684
2021-01-27	475.2961338862262	465.7489399269498	485.0390318067619
2021-01-28	467.1892482741677	457.66601378186516	476.9106447283908
2021-01-29	459.1000910161966	449.6066530067302	468.7939828326449
2021-01-30	451.0145115518606	441.5630886723651	460.66823710732405
2021-01-31	442.92241621448335	433.5303719696954	452.5179306214545
2021-02-01	434.8183039829367	425.506554514458	444.3338309896078
2021-02-02	426.7016331808683	417.4928429296554	436.1135450408153
2021-02-03	418.5770123362014	409.4937145451121	427.8617938029395
2021-02-04	410.45421438847404	401.5169835168081	419.5903760624036
2021-02-05	402.34801993440453	393.5738131227031	411.3178360641236
2021-02-06	394.27790180005053	385.67867738400895	403.06885748072676
2021-02-07	386.26756944169534	377.84928073238297	394.8734133175969
2021-02-08	378.34439703455183	370.10644578840726	386.7657113145103
2021-02-09	370.5387631933186	362.47397468816797	378.7829875150372
2021-02-10	362.8833327722327	354.9784785441543	370.96421660250957
2021-02-11	355.41231194103926	347.64915498870266	363.34882356719515
2021-02-12	348.1607067084615	340.51748109019786	355.97549150091095
2021-02-13	341.16361239714576	333.6167860793708	348.88115730537294
2021-02-14	334.45555752636704	326.9816813032851	342.10026541676234
2021-02-15	328.0699204894781	320.64735307527656	335.6643106444256
2021-02-16	322.0384317375106	314.64875856991006	329.6016548335207
2021-02-17	316.39076832322473	309.0197919094964	323.93756290366656
2021-02-18	311.15424201877033	303.79249635691525	318.6943834601122
2021-02-19	306.3535771299425	298.9963870776474	313.891800291014
2021-02-20	302.0107698446826	294.65792384780184	309.5470975669072
2021-02-21	298.1450176355171	290.8001445214852	305.6754035908511
2021-02-22	294.77270495858556	287.4424463700166	302.2898972852083
2021-02-23	291.90743025161623	284.6004875646549	299.40197420338006
2021-02-24	289.5600589635665	282.2861752217299	297.021374430135
2021-02-25	287.73878794191756	280.5077076372358	295.1562749689429
2021-02-26	286.44920782854643	279.2696442559762	293.81334618091375
2021-02-27	285.6943520333343	278.5729856208787	292.9977671805854
2021-02-28	285.47472323311507	278.4152556617309	292.71318991240724
2021-03-01	285.78829106096697	278.79058909966386	292.96163680170105
2021-03-02	286.6304576002121	279.68983613591087	293.7433135188512
2021-03-03	287.99399038407506	281.1007029737292	295.0563183226692
2021-03-04	289.8689257376534	283.007947345225	296.8962352347132
2021-03-05	292.24244839479763	285.3936402496449	299.25561259556565
2021-03-06	295.0987562823932	288.2374874176983	302.12335230781036
2021-03-07	298.41892207616877	291.5171796123115	305.48406502675124
2021-03-08	302.1807654666885	295.20871830475596	309.3174738957657
2021-03-09	306.3587518830524	299.2866543470287	313.59796199437
2021-03-10	310.9239345455652	303.7241905683328	318.29434755393635
2021-03-11	315.8439569941304	308.49313308727176	323.36993751328987
2021-03-12	321.08313251917644	313.5637176091438	328.7828667627734
2021-03-13	326.6026150921422	318.9043691205349	334.48669417479397
2021-03-14	332.3606733953617	324.48146536620635	340.43120797408324
2021-03-15	338.3130754072037	330.2591664205313	346.56339211411785
2021-03-16	344.41358582225	336.19935268125687	352.8285142517869
2021-03-17	350.6145725984577	342.2616914045295	359.1713054824585
2021-03-18	356.86771244622764	348.40383411155364	365.5372063036092
2021-03-19	363.12477852020305	354.5817365335026	371.8736505282127
2021-03-20	369.33848741590344	360.75008941823154	378.1313498955811
2021-03-21	375.4633773039171	366.8628519411455	384.2655285225755
2021-03-22	381.45668512084603	372.87388923422776	390.23703945110503
2021-03-23	387.2791885674695	378.73773108817636	396.0132766982188
2021-03-24	392.89597850568913	384.4104877688405	401.56877826592853
2021-03-25	398.2771293014635	389.850973956123	406.8854057614015
2021-03-26	403.39823865659986	395.02208826263114	411.95199910708703
2021-03-27	408.2408142563304	399.8924522793312	416.76346096239047
2021-03-28	412.79249172405764	404.43821345937715	421.319340144082
2021-03-29	417.04707639582836	408.6447739860474	425.6221417779503
2021-03-30	421.00440972008613	412.50808714890996	429.6757288537113
2021-03-31	424.6700690658819	416.03515815702474	433.4841996511101
2021-04-01	428.0549168525469	419.24354792093624	437.0514770001798
2021-04-02	431.17452076858217	422.1599446407544	440.3815893007605
2021-04-03	434.0484711362507	424.8180963163028	443.47940195900435
2021-04-04	436.6996240647087	427.2564782502705	446.3514805890182
2021-04-05	439.1532999316448	429.5160035270098	449.00683387161763
2021-04-06	441.4364660883051	431.6379499368652	451.45741615405694
2021-04-07	443.57693074266473	433.662152279436	453.7183898868296
2021-04-08	445.60257205371	435.6254295666415	455.80822133916786
2021-04-09	447.5406229051936	437.56018042030206	457.7487123210708
2021-04-10	449.4170279474419	439.4930718156339	459.5650715828349
2021-04-11	451.2558855938958	441.4437557198127	461.28611322430334
2021-04-12	453.07898396483296	443.4235774245341	462.9446338936316
2021-04-13	454.90543644793917	445.4343077945761	464.5779467111129
2021-04-14	456.75141968586365	447.46707653232227	466.22840053793857
2021-04-15	458.6300144296217	449.5019438992628	467.94344938996375
2021-04-16	460.5511477864714	451.50889395057646	469.77448854120274
2021-04-17	462.5216338743015	453.45121043215113	471.7734937742826
2021-04-18	464.54530868227783	455.29164759818946	473.9870475488401
2021-04-19	466.62325393437885	457.00014969417856	476.4489929773899
2021-04-20	468.7541038751584	458.56003895077316	479.1747889819747
2021-04-21	470.9344280827659	459.9697476023955	482.16048274842416
2021-04-22	473.1591826351196	461.23986414551104	485.3865190657183
2021-04-23	475.4222212222259	462.3879123990631	488.8239557542835
2021-04-24	477.71685716076945	463.43355680629537	492.4403774044162
2021-04-25	480.03646681691066	464.3955074381053	496.2042177050461
2021-04-26	482.37512480262325	465.2900810734662	500.08751635435544
2021-04-27	484.7282616264147	466.1308601721637	504.0676507292047
