date	new_icu_med	new_icu_ci_lwr	new_icu_ci_upr
2020-09-13	109.42299521879411	67.1954349108575	179.27990239419537
2020-09-14	109.07990716624069	67.75958950177196	176.62407550902205
2020-09-15	108.16218222308689	67.42330589111494	175.23838871114975
2020-09-16	107.6318027577137	66.28889350034746	171.51371556371504
2020-09-17	106.86780235476768	66.13828543143448	168.6370217600309
2020-09-18	106.24538674953018	67.12923967215814	165.95577542746736
2020-09-19	105.66844060796944	66.73662193870778	163.27264601917628
2020-09-20	105.19502313644676	67.34209820358923	160.75567550021145
2020-09-21	104.62341684441964	67.96448624990356	157.9029473724508
2020-09-22	104.06932319788504	67.29242059641737	154.482166419467
2020-09-23	103.46785509411504	67.41871403183424	152.53673601515445
2020-09-24	103.31671039379371	68.33185692140462	152.60232006904292
2020-09-25	103.0730371782787	68.53462661038101	150.61417984594675
2020-09-26	102.45756682740996	68.65138235795361	147.20145488313975
2020-09-27	102.22712744403012	68.3610557978998	146.19909080634557
2020-09-28	101.81858751261828	68.53326792246496	145.08714383471508
2020-09-29	101.57969514916829	70.01422044445704	143.0889864563273
2020-09-30	101.78202153019143	70.41220243434306	142.27117347541085
2020-10-01	101.7162365464014	71.66176186018	140.59732975064628
2020-10-02	101.92001659386383	72.89027015169387	139.41112978650952
2020-10-03	102.35143406653683	73.92237726263853	138.63612082992898
2020-10-04	102.74461249663369	75.35941151006014	138.65401810520703
2020-10-05	103.30110984377974	75.64332967843255	138.4998433761886
2020-10-06	104.19020928447395	77.29931402157617	138.15083346211856
2020-10-07	104.95217777399749	79.1449067486076	136.6557467863674
2020-10-08	106.03285311771837	81.0502740452547	136.90550251190265
2020-10-09	107.04084819910767	81.81259639127691	136.50606748038874
2020-10-10	108.44978100814214	83.61465207085196	136.5890086908266
2020-10-11	110.16696801896208	87.11768040934419	137.70459153899455
2020-10-12	112.09093593730825	90.5899134368787	137.88412012810028
2020-10-13	114.2345809555992	94.54778554786387	139.45754696263865
2020-10-14	117.02182767400309	98.15320797610457	140.58842325383887
2020-10-15	120.0808656054463	101.01280685018034	142.46093526044072
2020-10-16	123.89538025552483	104.95159827109467	145.13624315854202
2020-10-17	128.1056163088914	109.46892963319432	149.196408184486
2020-10-18	133.39436390151172	114.40175002211116	154.42216344548007
2020-10-19	139.64921555578945	120.67685211212381	160.45367949937986
2020-10-20	146.9041965559781	127.41910988080878	168.35549453208398
2020-10-21	155.78875354839846	135.28164236421983	176.85376807585723
2020-10-22	167.1950934881371	146.13829370275914	189.93155355120643
2020-10-23	181.2333278092691	159.04525059623143	204.64434158818023
2020-10-24	199.90303617603536	177.8221433370918	224.1338715952331
2020-10-25	220.4922188695647	199.07306669534535	243.85367292598144
2020-10-26	241.94246022117056	220.79024013513626	264.95671123075863
2020-10-27	265.8044250885398	243.840761495492	288.48574658073994
2020-10-28	289.76345502087224	266.54381333849824	314.00458711518036
2020-10-29	314.676490306252	289.21162155074404	340.99908158083855
2020-10-30	337.4238138946985	310.2924355318816	366.37901124456374
2020-10-31	357.79662277890577	330.0073205888219	388.2416879001098
2020-11-01	381.9431422444417	353.02487044092555	413.8962498866324
2020-11-02	407.65186350932424	377.8243345032303	440.56026649792767
2020-11-03	425.41900115570616	393.67873651064633	462.12488088016767
2020-11-04	435.1204379164126	403.6790290139216	469.3461015917741
2020-11-05	435.54548058418607	401.5262479731117	472.99967138839963
2020-11-06	432.6766258538775	399.1869571962793	466.7950173882321
2020-11-07	429.78436430751657	395.0872212545754	465.1127989981649
2020-11-08	429.24415274877595	395.6380152988477	464.02421080762343
2020-11-09	431.63337166428107	397.4410489127543	465.4877771308007
2020-11-10	432.6966445488646	399.03916805930817	468.37407405542933
2020-11-11	437.2315077492095	401.5644328977818	473.3432263613414
2020-11-12	444.1186387043831	408.7638383160859	481.50902950155387
2020-11-13	449.54084427019495	414.37228397598096	489.4110406364063
2020-11-14	450.62010892014564	415.3101882858094	489.2417605673591
2020-11-15	454.19112147561657	418.2599259130522	492.66219276139486
2020-11-16	457.15692313439575	423.2885918799852	494.8804909034345
2020-11-17	459.9055444303092	423.73958382370495	498.7842073014388
2020-11-18	458.5266066072667	422.70045574806755	496.77981888537346
2020-11-19	456.7796599873643	420.3126813593323	494.33765036033947
2020-11-20	457.37871628838275	421.32623125273415	495.156469816536
2020-11-21	460.7000029678951	423.8971595556948	500.2232598574583
2020-11-22	466.25669941920614	430.45919262273594	506.1016751949831
2020-11-23	467.570588183232	432.37479537447393	508.9707814979837
2020-11-24	468.0877939488113	432.35808925132	507.11871710841
2020-11-25	469.7847811747047	430.7800362115256	508.55237390907735
2020-11-26	472.2550713345156	435.8266501857515	512.5514394746598
2020-11-27	474.4573248595301	436.130565472499	512.965335180365
2020-11-28	474.4320766071979	437.4469640469848	514.740078852663
2020-11-29	473.7331116938987	436.5496527833364	512.4542664015826
2020-11-30	474.03401326066876	436.83710806735064	514.2362187890411
2020-12-01	475.86908784380665	437.5901410684884	516.4996244459844
2020-12-02	482.1843308038284	444.28156424390477	522.4996554887192
2020-12-03	490.51663491799457	451.0532099709081	531.2646487156709
2020-12-04	501.0725327765824	461.81959764774734	543.409773532234
2020-12-05	513.3666393548722	473.5842391324631	557.0408397477539
2020-12-06	529.5032892846093	489.04618535433235	573.0189665306497
2020-12-07	543.0026101170307	501.0877105936112	588.5207034058598
2020-12-08	552.6390527097932	509.20553102890926	597.2042517892642
2020-12-09	560.5903456098292	516.9020766337023	606.0542121590943
2020-12-10	572.8128623493658	530.3010878723867	616.5284606118062
2020-12-11	586.0240913956313	542.9658744014732	634.4071967629915
2020-12-12	599.677284090362	555.3566136293222	647.4473507230285
2020-12-13	612.7581152958103	567.185870991284	661.8475797000716
2020-12-14	626.0264259705054	577.1611922485927	676.6805542090278
2020-12-15	632.6197088139688	585.5312615285122	681.251728949922
2020-12-16	632.6921660624163	584.5750684252225	683.4995531149688
2020-12-17	629.3543629092221	581.2683029541095	679.3725199994286
2020-12-18	633.3589258149499	585.3959730230506	681.1112734277353
2020-12-19	644.6084854931776	595.9230254541184	696.0589695998924
2020-12-20	664.6999995472215	615.8475587472803	717.3479811676272
2020-12-21	680.3619612945811	630.640704240532	734.4977078091365
2020-12-22	684.2306072127255	633.1006643924654	739.7817490797225
2020-12-23	689.3967882361768	640.7166124088177	743.8088137297028
2020-12-24	701.6696693770889	649.5667697431387	755.9163265038572
2020-12-25	710.5266953579842	657.6049999500218	765.9761258240185
2020-12-26	718.2908492741265	664.280760471248	773.2358999125045
2020-12-27	710.7228090288086	659.2117256399636	767.183212191744
2020-12-28	702.0301865713566	648.3568128193837	755.993087413363
2020-12-29	691.971519824237	641.0541452777934	745.5463734695551
2020-12-30	682.1337393811436	632.1207705475605	736.714539329294
2020-12-31	678.7886806486473	629.9729537366605	728.516617000024
2021-01-01	683.3450706918961	631.898221046331	737.2088136574502
2021-01-02	693.1737308140093	639.6576143819474	750.795730730653
2021-01-03	681.081849556139	630.3188446714415	735.8774482301792
2021-01-04	654.2627043793354	604.5323447468812	708.219218402156
2021-01-05	622.021770859777	575.1724695901206	673.4715507158892
2021-01-06	597.3560131015122	551.8173272602074	645.6127556671433
2021-01-07	583.756925437856	540.1028111925583	632.4459681325733
2021-01-08	577.3784913974673	531.5360273229666	623.510300231757
2021-01-09	568.0755703636063	523.3270883021379	617.0760409130605
2021-01-10	560.0959285186375	515.3852181781131	607.4426132661824
2021-01-11	557.8082592598421	513.8822332006507	604.0506131325171
2021-01-12	554.3581573712178	509.38862711119845	599.141368479179
2021-01-13	549.6403172153488	507.1193934238744	596.4822224226392
2021-01-14	545.4500104456673	502.1592538077451	591.333765573952
2021-01-15	543.9427230088153	499.8884405247275	588.1313517245203
2021-01-16	542.263370354143	499.0697733258721	588.2310023051808
2021-01-17	542.6945231041789	501.11349635578733	589.084853360867
2021-01-18	539.9431534604239	498.0634105752726	587.6189263210974
2021-01-19	527.5214352789769	484.6049118725527	570.6270852300325
2021-01-20	514.2964225075632	473.2924047170146	557.6462215744409
2021-01-21	507.0583066135114	466.343531525711	552.0190578648927
2021-01-22	502.9425219717772	461.1278150775098	543.4636886631303
2021-01-23	496.26914117286856	456.2736130598931	541.0399752238128
2021-01-24	496.1040597795028	457.14428172557297	536.7795992592304
2021-01-25	493.7806254086683	453.72508766209313	537.7524539984877
2021-01-26	486.9806865121982	449.4249693071135	528.5143282085359
2021-01-27	478.67746385765986	440.29867640133443	519.0445711610919
2021-01-28	474.5439057912739	435.78453387879046	514.1706918467191
2021-01-29	474.6998214895468	435.23523746605946	515.8054748935548
2021-01-30	477.94111994762466	440.35692529961545	519.1666934377693
2021-01-31	478.3966174502053	440.5150860055256	520.2575548215743
2021-02-01	472.20502698807945	435.0387203797903	513.7925425855707
2021-02-02	460.7306716661026	422.2938246642774	501.3961853994919
2021-02-03	446.94493393301195	411.65007007151587	485.3870432302595
2021-02-04	432.7363251889414	398.02329551484263	471.2830581924423
2021-02-05	418.86926948245406	381.72641112468665	453.91749185517295
2021-02-06	410.6609123018663	377.1147823190021	445.75845060321257
2021-02-07	406.26783426491613	372.49884728466316	443.04889959941477
2021-02-08	397.0705260139016	364.0801523479778	433.06808042673475
2021-02-09	380.669658747296	347.56604066076267	414.13811128502033
2021-02-10	364.66751410097095	333.0567877314553	395.68127081556344
2021-02-11	353.03117062314544	320.77888783461975	385.4492061766401
2021-02-12	345.35179676891596	314.5669218864589	376.28488984316164
2021-02-13	341.98460174996706	309.5341241209183	373.54457870174946
2021-02-14	340.12399613932877	309.7353509057336	372.1349566098222
2021-02-15	335.8126145767121	306.9583280822019	366.87456982640083
2021-02-16	326.7558870121203	298.18209195847675	357.25150524434537
2021-02-17	318.56405173875066	290.7719415318789	349.3544101147699
